1.000000000000000000e+00,1.023561221043353120e+00,1.017002769381466720e+00,1.047725334303210687e+00,1.119968983663538920e+00,1.108862113874429234e+00
1.000000000000000000e+00,9.888939089742969646e-01,1.063802550081256459e+00,1.100205175575820649e+00,1.077936050135870127e+00,1.103671932712848358e+00
1.000000000000000000e+00,9.780181687403857183e-01,9.559266668095215413e-01,9.674039450991744893e-01,8.766490944693318133e-01,7.948290575586014484e-01
1.000000000000000000e+00,9.733283606153499967e-01,9.252855622349971387e-01,9.401916220295002402e-01,8.971202582957636951e-01,8.301288116341780654e-01
1.000000000000000000e+00,1.069521825394208703e+00,1.058812315125848169e+00,1.062015459122586547e+00,9.944337187131631062e-01,9.686113787879493398e-01
1.000000000000000000e+00,1.005261520411713017e+00,9.506651012585155547e-01,9.684860230142763315e-01,9.399952283498307359e-01,9.261589789211003287e-01
1.000000000000000000e+00,9.714585493325706977e-01,1.059319818181918560e+00,1.058679588597972954e+00,1.008507953974675075e+00,1.047524684975111198e+00
1.000000000000000000e+00,9.420903009870731371e-01,9.519975711946629948e-01,8.590422553839968112e-01,7.960408593193146753e-01,8.053788076444456934e-01
1.000000000000000000e+00,1.035028545530506383e+00,1.043157256839533753e+00,1.037671577142036172e+00,1.023388974792693862e+00,9.532565188895948394e-01
1.000000000000000000e+00,9.658547911148773757e-01,9.440047756926740474e-01,9.941484856932671921e-01,1.010447732304181390e+00,9.268193948449309216e-01
1.000000000000000000e+00,1.015372652446537849e+00,9.971065960562296437e-01,9.649973662675692676e-01,9.940117202194119761e-01,1.042916321583910122e+00
1.000000000000000000e+00,1.044174494740601533e+00,1.004366912354969665e+00,9.896996815289413885e-01,1.005412885760314623e+00,1.051687054190092008e+00
1.000000000000000000e+00,9.772707701850044115e-01,9.684641916702987352e-01,9.159861160758653309e-01,8.592450538117292203e-01,8.977865376587359503e-01
1.000000000000000000e+00,1.064332113162634652e+00,1.060916373180942118e+00,1.108518118144661946e+00,1.125672020991465239e+00,1.095071304169648929e+00
1.000000000000000000e+00,1.017142498746734125e+00,1.090097978866595430e+00,1.088398600619649548e+00,1.162616165803221691e+00,1.038350744533244496e+00
1.000000000000000000e+00,1.038986258926333228e+00,1.043115263915423974e+00,1.028932099946358703e+00,1.033284695752127558e+00,9.390060241018147735e-01
1.000000000000000000e+00,9.895800474478663178e-01,1.006519384053719435e+00,1.076622053880449181e+00,1.052038338882788970e+00,1.013688120000516335e+00
1.000000000000000000e+00,9.761995736536073220e-01,1.019620908656808655e+00,1.035214943004294508e+00,1.010086210140013208e+00,1.034432622201408192e+00
1.000000000000000000e+00,1.004604792484107945e+00,1.050551658697050472e+00,1.017250356471743888e+00,1.001707976177709902e+00,9.831086533824143769e-01
1.000000000000000000e+00,9.305793906129897763e-01,9.446256086662524476e-01,9.570085474955070115e-01,9.572511000411074722e-01,9.461236552725800220e-01
1.000000000000000000e+00,9.328630708233704993e-01,9.129101112178422683e-01,8.966537343264221471e-01,8.585983820406158928e-01,8.509479289970292015e-01
1.000000000000000000e+00,1.019165814971147555e+00,1.108635468045986894e+00,1.116916420808174548e+00,1.129133108512428096e+00,1.125601828667656124e+00
1.000000000000000000e+00,9.089846897632856138e-01,9.077270262230224818e-01,9.105839959334788292e-01,1.027425828491951521e+00,1.018301346767714888e+00
1.000000000000000000e+00,1.014303646362170852e+00,1.012657122553913824e+00,9.572218557995088029e-01,1.011430701637582752e+00,1.047098017105703383e+00
1.000000000000000000e+00,1.037521939819205929e+00,9.943859053281841609e-01,1.060926281997451870e+00,9.944306475161819314e-01,1.022267723677720896e+00
1.000000000000000000e+00,1.103902433366335645e+00,1.056917169978144777e+00,1.030055310088241027e+00,1.034782189372569938e+00,1.010900242170815089e+00
1.000000000000000000e+00,9.264455751024928132e-01,9.296978025556495995e-01,8.793083130222001387e-01,9.017727744735373197e-01,8.581606537315127348e-01
1.000000000000000000e+00,1.073519844155699898e+00,1.036366878326576701e+00,1.021090159258119190e+00,1.059678669097875892e+00,1.001293648139513159e+00
1.000000000000000000e+00,1.010789372046730028e+00,1.072792597004504245e+00,9.965429721782815831e-01,1.005300925070492513e+00,1.017628248388201317e+00
1.000000000000000000e+00,1.037085115024451110e+00,9.784113910283638305e-01,9.157766342966937589e-01,9.405344965896481613e-01,9.546217165533138482e-01
1.000000000000000000e+00,1.011881919170209976e+00,1.028315400669674196e+00,9.960589958885259776e-01,1.007075756058882332e+00,1.020977404085723128e+00
1.000000000000000000e+00,9.661153370389842232e-01,1.054616792871553965e+00,1.077092661778329186e+00,1.020584175243063108e+00,1.051727247382348462e+00
1.000000000000000000e+00,9.537667889269680899e-01,9.911014898131266238e-01,1.046058503563101150e+00,1.007130123141819045e+00,1.052827065319551059e+00
1.000000000000000000e+00,1.019579918556923204e+00,1.058573655745898456e+00,1.148546446871059334e+00,1.136906666511459107e+00,1.101153820998328703e+00
1.000000000000000000e+00,9.578066258619668538e-01,9.191093462757398136e-01,9.154520910771245523e-01,9.316343501073994782e-01,9.447589471098312153e-01
1.000000000000000000e+00,1.039236746639381703e+00,1.039853480522763052e+00,1.108800655630083787e+00,1.096246879759694259e+00,1.225275832570472012e+00
1.000000000000000000e+00,1.029678008148011248e+00,9.890194552695152908e-01,9.382225639236068115e-01,9.611082400291719452e-01,9.505084694204478657e-01
1.000000000000000000e+00,1.033868017177249188e+00,1.056315648699350351e+00,1.052861070046712699e+00,1.012694117185433118e+00,9.408386041275504930e-01
1.000000000000000000e+00,9.788199361322095227e-01,1.019442497764473377e+00,1.029597855728144662e+00,9.705072770732492415e-01,9.787219696680462544e-01
